#{"t_start": 1734961243.1134331, "env_id": "Walker2d-v4"}
r,l,t
-23.003613,21,2.278549
-36.581151,27,2.292821
-27.000724,19,2.30327
-24.540044,20,2.316597
-19.115208,20,2.33301
-81.677696,34,2.355425
-17.373721,17,2.364717
-27.334963,17,2.373459
-20.620374,16,2.381597
-25.12169,23,2.393147
-56.601073,35,2.410795
-22.242741,11,2.416252
-24.871053,44,2.439568
-26.561004,29,2.454845
-43.976004,28,2.469576
-28.414958,14,2.476733
-55.82082,18,2.485758
-22.61953,16,2.49385
-23.9207,10,2.49862
-54.334467,37,2.51732
-24.071208,11,2.522849
-44.213478,19,2.532207
-112.535091,64,2.566228
-23.315864,17,2.575224
-23.916407,17,2.583754
-45.029416,23,2.595377
-9.529683,22,2.606736
-46.151241,34,2.623801
41.121672,51,2.650467
-46.487829,41,2.671877
-18.353779,15,3.561825
-35.31095,14,3.569753
66.699558,60,3.605731
-19.055807,23,3.618089
-14.160852,24,3.630664
-4.235268,29,3.646238
-17.046331,27,3.660367
-16.865783,44,3.683352
-22.636771,13,3.690081
-115.579392,45,3.715625
-23.590547,14,3.722957
-29.492447,19,3.732782
-15.556952,36,3.751751
-35.346477,37,3.770952
2.330978,27,3.784398
-46.676029,74,3.82324
-19.420544,13,3.829827
-16.638597,30,3.844902
-27.26761,35,3.862606
-23.438452,21,3.87299
-21.609044,20,3.88286
-21.793705,13,3.889333
-30.557542,25,3.901783
-87.597484,62,3.934478
-35.161146,26,3.947643
-33.269404,27,3.961323
-20.091802,19,3.970767
-16.341686,34,3.987823
-25.054274,13,3.994197
-26.580465,14,4.001136
-23.073036,30,4.017252
-33.544636,22,4.028976
-41.759907,26,4.042306
-8.694686,22,4.053457
5.932492,31,4.069289
-92.569955,55,4.973603
6.823965,33,4.991614
-13.794168,19,5.001405
-38.645186,33,5.01887
10.677015,40,5.040167
1.137279,58,5.071988
-22.631561,13,5.07944
-15.302254,36,5.099048
4.505178,28,5.11419
-23.57182,24,5.126746
-21.452697,38,5.146823
-6.565903,36,5.165849
-21.778125,12,5.172144
-5.777934,34,5.190747
-3.068554,28,5.204885
-16.631275,12,5.210973
-4.577244,24,5.223113
-23.350389,14,5.23018
-35.045213,65,5.2632
-12.545533,27,5.278906
50.903736,75,5.317833
-24.679613,47,5.341951
-29.613356,32,5.357927
-22.766171,25,5.370333
-21.77352,20,5.380239
-17.662241,33,5.39842
-34.836068,38,5.417668
-22.791372,111,5.473577
-17.832557,14,5.480493
15.433644,39,5.501346
24.335705,74,6.428584
-26.845643,13,6.44656
-4.953039,21,6.466135
-18.696133,13,6.473035
119.961329,76,6.513857
31.058152,78,6.556243
4.313821,26,6.570218
-31.504175,66,6.605349
-21.620697,40,6.625545
63.137527,104,6.680365
-18.456762,58,6.710808
-13.072371,72,6.747233
17.499764,42,6.769805
349.150993,114,6.827724
9.635237,62,6.859547
-21.093426,23,6.871653
467.094118,216,8.09824
40.582486,47,8.124733
142.929784,223,8.244862
59.014277,60,8.276216
65.181049,85,8.319632
109.611236,141,8.391151
16.750338,37,8.409732
378.602246,140,8.48142
314.66495,179,8.573028
561.831506,453,9.757786
-9.701624,30,9.772865
547.077151,191,9.870713
432.438882,163,9.953805
540.382112,187,10.049009
-10.115635,42,10.070293
443.581561,198,11.058849
471.495653,172,11.156894
566.059127,252,11.28664
464.771668,201,11.388961
541.207257,217,12.390019
591.667587,268,12.549159
365.944171,112,12.60797
581.379962,288,12.757449
486.260224,170,12.842482
509.410885,197,13.836773
-91.359806,189,13.939296
-155.294303,155,14.023132
466.31162,165,14.107998
562.394872,253,14.23804
444.039995,131,14.398923
559.431815,192,15.375457
539.758737,219,15.496202
49.623777,106,15.551825
472.544778,163,15.636163
500.38535,178,15.728654
518.859657,173,15.819559
343.502597,141,16.838078
498.512867,240,16.972463
544.414589,189,17.071929
554.625442,195,17.171376
564.559021,290,17.33276
562.775205,230,18.394428
570.819279,214,18.511251
461.065942,133,18.5804
471.891237,164,18.665275
593.64115,255,18.795451
545.86969,180,19.80406
589.773095,230,19.930184
391.082036,132,19.998315
445.963266,159,20.081696
573.292461,263,20.215604
407.377813,181,21.235378
451.890496,171,21.329621
594.427192,371,21.525532
556.202192,228,21.738974
525.279482,181,21.834714
464.750622,144,22.799388
501.416197,155,22.884331
441.579899,152,22.965517
473.721347,167,23.048869
570.015933,219,23.160483
456.76971,140,23.233408
579.715924,188,24.233023
511.831097,164,24.321615
508.281382,162,24.408396
367.684223,116,24.467943
564.501544,220,24.580067
532.312155,206,24.685062
576.27324,288,25.720025
592.743083,192,25.823176
664.099353,237,25.946208
600.005643,240,26.068359
583.151008,229,27.08709
457.668963,159,27.172184
569.487109,212,27.28428
589.548207,207,27.392122
538.087871,152,27.46925
576.315288,206,28.461136
534.961195,165,28.550648
584.690787,182,28.648752
607.069184,226,28.888965
552.113472,169,28.978093
610.968317,225,29.119516
534.098312,175,30.18246
518.760125,159,30.270107
557.013247,189,30.36976
410.610658,113,30.426422
596.711824,192,30.524757
543.942314,193,30.623889
496.043669,144,31.592055
554.352396,234,31.720361
531.784722,169,31.807549
578.093535,183,31.901113
533.030491,159,31.985106
425.510478,136,32.055919
718.162383,238,33.07829
633.645867,192,33.181056
596.108789,191,33.278147
509.21653,157,33.358032
689.531958,217,33.46867
592.051495,172,34.452601
622.599961,181,34.550343
-39.816963,116,34.612777
629.208236,218,34.72414
673.893871,226,34.839531
581.204648,166,34.925268
692.160596,237,35.935319
647.542453,201,36.044607
609.066832,185,36.251925
648.81947,178,36.342297
417.434058,121,36.40306
594.906116,171,37.429026
513.896013,147,37.510369
624.017329,209,37.627687
463.629563,130,37.699021
580.255667,170,37.786032
708.046316,256,37.917984
598.560412,195,38.903057
612.514398,203,39.023089
586.462361,162,39.127217
544.659594,150,39.20509
629.147341,192,39.30452
625.362025,198,40.29604
709.026606,239,40.428501
569.324131,164,40.514556
544.771894,143,40.589104
662.51307,207,40.695233
488.040136,141,40.767867
615.315265,200,41.76442
611.367212,193,41.869206
555.934831,165,41.957523
526.982567,145,42.034584
573.352144,160,42.116845
496.274233,137,42.186221
561.430327,154,43.177791
707.514301,293,43.335176
513.913094,147,43.5063
488.469694,133,43.573989
641.433964,205,43.679035
578.926596,170,43.766643
685.779832,250,44.787835
467.12581,136,44.862088
567.389309,154,44.941034
650.725047,175,45.030553
632.659127,190,45.126835
616.167668,179,45.249979
712.810621,226,46.268365
582.158849,172,46.360685
559.244939,157,46.440318
612.361357,180,46.549236
592.835195,164,46.632712
554.117565,158,47.601595
522.729436,141,47.675987
531.829123,147,47.768429
598.219909,169,47.8571
570.958684,159,47.938143
586.999458,155,48.017609
622.931028,186,48.114286
576.901495,160,49.102286
452.368672,128,49.171892
625.823127,168,49.260496
683.910763,191,49.35688
684.297172,190,49.453123
494.424204,138,49.523593
566.688637,158,50.502765
544.472767,165,50.687505
525.558431,141,50.763113
669.622447,177,50.854784
547.759137,141,50.925322
564.792964,150,51.00181
520.577598,136,51.071345
480.57348,135,52.035855
545.596128,155,52.122024
567.747937,159,52.204901
555.636574,147,52.280213
617.401859,180,52.372247
504.65665,142,52.453354
534.535274,147,52.527828
505.892365,135,53.506269
691.555002,181,53.604087
629.373986,160,53.686715
715.053879,175,53.775449
464.618293,129,53.841509
542.328135,140,53.91339
606.044907,159,54.923241
600.155296,161,55.010386
714.620353,188,55.11119
583.85796,145,55.184961
607.859919,179,55.276833
662.704228,174,55.364004
718.262506,173,56.359801
654.888054,182,56.473775
515.959129,136,56.547876
644.240847,180,56.638442
568.987885,152,56.716448
660.908871,178,56.806856
578.451639,165,57.778826
675.299415,160,57.985912
450.437386,122,58.049663
594.663768,152,58.126981
609.520678,157,58.208472
643.255654,166,58.29348
582.713198,151,58.370598
465.682182,130,59.375911
798.151359,209,59.488923
665.969363,168,59.577499
707.731772,176,59.66783
463.00881,124,59.730932
502.243392,147,59.805104
698.964056,167,59.888853
627.363118,162,60.872671
550.917394,144,60.95276
748.276984,194,61.054006
598.331678,160,61.137737
675.784911,156,61.219966
691.88056,172,61.306991
923.742145,226,62.324991
630.030438,177,62.420216
879.397975,213,62.528756
786.32929,186,62.623252
709.371463,169,62.709745
621.348993,151,63.842865
608.890476,170,63.934573
557.357185,146,64.013431
510.732713,131,64.079316
659.995913,162,64.161727
860.175494,206,64.268444
634.207263,156,64.446851
914.443802,207,65.451232
607.817066,177,65.546871
682.405317,167,65.631373
727.427581,175,65.718832
920.764908,222,65.831122
710.342436,175,66.875297
720.545211,177,66.970863
540.38556,134,67.040255
773.088549,181,67.131787
733.714965,181,67.234327
693.908066,175,67.323373
597.801677,152,68.319921
1020.306155,221,68.440334
956.481703,221,68.554472
638.677799,161,68.633679
490.107198,130,68.700762
771.382594,190,68.796892
939.659291,210,69.838448
515.674991,133,69.909739
598.31933,148,69.985117
686.497541,175,70.072485
558.269555,155,70.151601
387.670502,103,70.203644
847.266422,194,71.36472
762.480764,172,71.488678
672.439093,159,71.578477
705.244517,173,71.678684
792.086471,182,71.771309
622.341599,155,71.96894
851.517311,200,72.981491
717.64771,179,73.078031
813.396472,196,73.17886
554.984761,139,73.249493
993.250405,233,73.366995
808.146952,206,74.366882
516.364157,126,74.432869
851.940663,202,74.539983
977.075843,231,74.65692
1553.327147,333,74.825271
638.07694,160,75.802902
682.52051,158,75.887792
480.381104,121,75.953288
835.718926,189,76.049913
667.681233,157,76.128518
672.637519,157,76.213365
737.737961,183,76.305782
650.496794,155,77.31604
685.066932,163,77.402242
756.013645,175,77.491939
720.233204,167,77.576543
886.844866,213,77.684847
288.691858,86,77.729391
1131.910134,279,78.788208
779.607239,178,78.882137
1023.823758,249,79.007473
981.253788,232,79.309444
591.765841,147,79.383594
779.481747,180,80.373008
1744.942863,378,80.572097
718.046827,171,80.657797
944.744789,221,80.769456
879.706176,203,81.806806
863.773098,189,81.907043
1017.155579,225,82.022134
601.496378,147,82.096999
1041.779823,238,82.217246
601.326982,146,83.20504
645.479372,156,83.287785
667.592596,160,83.374612
517.470827,131,83.441837
1570.444721,326,83.605784
738.277715,177,83.695454
610.669803,144,84.661373
789.769798,181,84.758138
845.305085,192,84.85878
903.443037,199,84.958641
1058.954119,236,85.077677
978.077151,220,86.081786
1059.814591,232,86.213188
853.16269,189,86.309148
520.786341,132,86.599207
864.070267,192,86.697795
876.544448,206,87.692014
594.85493,142,87.767763
811.468072,189,87.86817
852.659719,208,87.973077
622.657156,149,88.049894
654.54283,150,88.132251
721.058974,172,89.150241
668.833692,168,89.240835
877.386593,201,89.351876
596.906564,145,89.425071
815.907664,197,89.523777
932.850433,193,89.621947
913.769542,218,90.666383
1288.062977,290,90.821336
879.250212,192,90.9184
690.248038,172,91.004977
952.055559,221,91.117155
643.167968,156,92.103072
904.160099,200,92.209598
639.051225,153,92.288557
825.502028,199,92.389147
815.530303,182,92.48095
773.738594,199,93.49145
634.452488,150,93.573712
592.027437,146,93.652046
634.135862,147,93.726361
763.957669,171,94.010869
548.851784,133,94.079316
676.382807,161,94.160184
575.438464,143,95.133751
713.492841,176,95.228345
612.22793,148,95.308019
650.713996,148,95.383221
794.487311,193,95.480912
959.93585,204,95.583853
957.727561,210,96.626012
633.680582,145,96.703715
529.874112,136,96.775173
639.615481,149,96.849474
1149.045633,251,96.976109
647.643751,155,97.054029
1283.348899,277,98.093937
761.198327,176,98.232307
900.852093,203,98.336163
903.62935,204,98.439589
846.474668,188,98.535115
641.645252,155,99.562151
1098.382137,231,99.685502
663.692936,161,99.768406
571.051559,140,99.838762
563.037361,135,99.90641
580.947482,140,99.977975
521.105737,130,100.947794
483.896482,122,101.013432
719.59596,172,101.104541
890.930417,201,101.600603
1012.480126,218,101.711309
821.878993,188,101.806622
1086.954115,252,102.830965
1124.390429,242,102.958827
1105.210921,231,103.074136
992.825326,209,103.17989
909.757677,210,104.253734
726.318229,169,104.344819
1128.540989,239,104.469849
908.594715,201,104.571616
1878.191191,391,104.771092
1235.730101,273,105.806861
689.61203,159,105.890879
883.325527,202,105.992617
723.457733,165,106.076582
681.692159,160,106.156888
999.176606,225,107.19699
924.286062,213,107.310457
931.036591,201,107.412261
2097.320899,461,107.646122
987.480205,214,108.698554
623.737387,144,109.009414
1289.719135,275,109.174828
1025.43702,228,109.294236
1064.697949,220,110.321518
342.993948,94,110.370968
675.072808,158,110.455417
1636.818944,351,110.63516
1222.276014,262,110.768869
532.823443,129,111.750085
671.131794,156,111.833133
1090.855717,236,111.957865
1322.59686,281,112.101076
988.163327,225,112.213992
951.483093,224,113.223334
625.66636,149,113.31138
896.005142,205,113.418075
1759.037665,379,113.610927
921.907369,209,114.60617
797.186657,182,114.703797
1053.026196,224,114.822752
1032.674371,218,114.93271
887.302281,199,115.0325
526.075241,124,115.09396
1144.94058,233,116.275604
961.248514,205,116.379995
972.447107,211,116.504408
583.34663,141,116.575541
938.233215,214,116.684364
1503.348248,305,117.740652
818.354168,176,117.862388
972.768641,216,117.971383
977.53709,207,118.076595
186.015948,60,118.106836
2487.945218,527,119.365777
4367.77583,927,120.741303
662.880011,153,120.823256
749.684346,171,120.90926
1028.130488,217,121.020024
827.361518,187,121.991877
1290.476411,269,122.245527
1058.25087,226,122.357386
801.413574,171,122.442298
1251.443625,282,122.581343
1225.220476,258,123.735334
916.409209,203,123.837341
866.881123,189,123.932697
1375.679801,282,124.074675
1268.447598,269,125.105827
921.151602,203,125.21369
808.847299,176,125.305086
834.605863,184,125.397797
887.069662,193,125.495275
3546.464221,722,126.813001
1155.498563,237,126.935144
194.470385,63,126.967199
1218.846492,260,127.987366
1129.941992,237,128.114275
750.107716,169,128.200502
743.369082,166,128.284092
1049.959799,224,128.397492
1462.211346,291,129.498968
841.479048,188,129.599134
1907.515719,397,129.798288
1453.481537,310,131.003751
1017.437472,218,131.119271
1742.691235,349,131.304138
694.301653,158,131.384063
1354.894478,279,132.419114
2331.863143,448,132.654834
818.447124,177,132.744022
1042.413999,219,132.854216
432.305193,110,132.908768
4925.67146,1000,134.326342
1270.573468,261,135.361958
2456.806825,515,135.630145
938.220173,207,135.73403
3221.17077,685,137.044709
3720.688851,766,138.880979
3040.774927,628,139.227781
708.003698,156,140.196193
2584.13162,547,140.484608
1640.99034,341,140.656226
1098.71,226,141.733962
1154.060456,243,141.863241
1772.20131,368,142.049918
1085.43342,229,142.165469
4923.29098,1000,143.576844
744.561467,162,144.547279
1752.340317,350,144.731323
2563.871278,503,145.273703
878.804746,191,146.323191
2658.992852,507,146.601138
1011.967805,211,146.707836
2775.142473,539,147.882879
1816.933819,361,148.064788
1222.287842,264,148.197268
858.510053,191,149.244052
1180.720995,243,149.374704
1210.339977,241,149.496531
1694.510423,334,149.666477
1685.560583,337,150.728319
1408.076227,277,150.869567
1134.221105,228,150.985464
1415.480424,279,152.029695
1050.258589,214,152.144578
193.633437,61,152.177235
4782.793127,901,153.763504
2365.466288,454,153.99492
2530.327927,493,155.181486
1058.03223,211,155.29519
1048.14744,225,155.410434
1037.272593,220,155.520937
3841.439346,731,156.819776
720.387562,167,156.904561
462.85209,119,156.968183
1070.815057,223,157.079864
953.64929,192,158.08609
1566.728976,302,158.243774
438.72252,106,158.297265
730.102563,169,158.383149
1962.404618,393,159.536811
856.656923,183,159.635101
1336.152167,256,160.198714
2017.532894,393,160.398347
2043.89031,386,161.501623
1418.304943,300,161.655508
2046.909142,390,161.851671
1288.497708,249,162.90876
1461.496162,281,163.054495
842.625329,174,163.142247
1640.084548,324,163.306269
594.024811,144,164.294231
3289.233566,628,164.617546
1625.897611,307,165.671126
894.3216,188,165.770828
915.8237,201,165.875912
1545.435711,295,166.024329
1812.733599,352,167.1123
1188.660795,233,167.236765
847.668053,189,167.623858
963.388211,203,167.726409
408.456744,101,167.778135
1242.504252,239,167.898932
1355.169229,286,168.956597
1086.390633,221,169.076968
2093.495004,409,169.303172
2198.238943,420,170.411991
1050.217199,213,170.521088
434.791401,116,170.578845
2572.938365,471,171.718925
1397.929827,271,171.863692
1234.473096,242,171.986213
1237.573545,241,172.107623
1592.94973,308,173.15426
1849.186917,344,173.335854
1965.545171,364,173.521454
1267.846026,245,174.578625
1237.275437,242,174.962506
195.1842,65,174.995013
1066.239931,209,175.101401
1481.436097,281,175.244285
2422.229165,442,176.38115
1013.5734,218,176.496329
2167.737468,412,176.718806
1418.060847,273,177.751863
2142.515799,436,177.979217
2025.84078,397,178.178731
1929.702951,357,179.297396
1555.502186,297,179.45215
1925.760301,365,179.635959
2090.624557,397,180.736585
1546.973036,292,180.885646
1374.262458,267,181.020369
1139.473905,233,182.237209
1228.252845,240,182.387975
1040.882308,206,182.491792
