#{"t_start": 1734962106.8449101, "env_id": "Walker2d-v4"}
r,l,t
-27.537024,12,4.310141
-33.007255,15,4.320443
-24.743427,18,4.33329
-48.00032,22,4.348501
-29.962742,18,4.360527
-50.060929,28,4.379336
-18.828692,13,4.388241
-19.618463,9,4.394098
-21.479884,14,4.403555
-32.384756,19,4.417894
-43.109465,21,4.432431
-23.432544,16,4.443239
-23.044827,13,4.452517
-26.893565,14,4.461997
-30.117593,19,4.474765
-26.518646,14,4.4842
-28.429892,21,4.498338
-14.274175,9,4.504346
-28.187762,15,4.515522
-61.217433,26,4.534501
-28.850026,15,4.544718
-21.427505,11,4.552138
-29.973393,15,4.562268
-18.328958,9,4.568401
-19.130684,9,4.574473
-23.708122,17,4.585814
-39.353786,19,4.598684
-20.427219,11,4.60581
-23.615472,13,4.615371
-14.094648,9,4.622252
-42.378705,23,4.638392
-80.346644,32,4.659976
-48.686067,19,4.672746
-48.946044,22,4.687027
-40.743478,17,4.69821
-27.974753,17,4.710117
-53.046879,23,4.727156
-32.661921,21,4.746152
-23.502635,14,4.756036
-34.001317,24,4.772242
-18.127639,9,4.778568
-17.01257,9,4.784739
-10.792842,8,4.790147
-27.273841,16,4.80082
-20.074118,12,4.80891
-19.630838,10,4.81564
-27.49309,11,4.823129
-20.271688,10,4.830733
-17.162453,9,4.837503
-23.658451,13,4.846982
-44.252784,23,4.862696
-44.002046,18,4.874893
-16.234247,9,4.881158
-18.458029,11,4.888742
-21.099239,12,4.897003
-40.850761,20,4.91052
-33.844407,17,4.921876
-30.640814,19,4.935876
-21.32504,11,4.943937
-13.471678,8,4.949561
-29.823639,14,4.959896
-51.760412,25,4.976947
-17.294071,9,4.982886
-36.392334,15,4.993155
-13.689796,7,4.997866
-17.800261,10,5.004473
-32.968472,16,5.01519
-26.87429,11,5.022767
-22.089617,14,5.031842
-34.339089,15,5.042617
-22.555333,12,5.051693
-18.271848,12,5.060112
-16.94536,11,5.067539
-53.262054,25,5.084438
-16.492927,11,5.092063
-27.68425,14,5.102479
-26.297482,22,5.11776
-31.861015,18,5.129799
-16.865727,10,5.13638
-23.321072,9,5.142456
-28.649825,18,5.156403
-51.073911,24,5.173021
-22.003417,11,5.180942
-22.873169,13,5.189524
-27.564278,16,5.200729
-21.418158,13,5.210434
-30.236589,15,5.220503
-28.160303,21,5.234742
-37.456308,16,5.245412
-38.426888,24,5.263273
-18.847114,10,5.270383
-14.7074,8,5.276116
-18.848212,10,5.283037
-16.550661,9,5.289015
-27.261287,12,5.297293
-25.317542,14,5.306956
-44.993499,26,5.324459
-43.072738,23,5.339662
-15.429338,8,5.345068
-42.725572,17,7.082538
-22.440891,12,7.091317
-17.368917,8,7.096709
-32.211004,15,7.108029
-22.060345,14,7.118931
-22.858108,11,7.127738
-33.756831,16,7.138898
-14.574209,7,7.144311
-21.77684,12,7.153362
-31.485253,18,7.166144
-35.567082,22,7.180719
-44.340217,29,7.199952
-18.304394,9,7.206038
-18.773542,11,7.213695
-33.092073,16,7.224403
-16.589902,9,7.230485
-23.009736,13,7.239117
-21.881326,12,7.247331
-18.074206,11,7.255417
-24.41459,16,7.267118
-16.477523,13,7.276329
-14.224827,8,7.281823
-23.288051,12,7.289911
-19.489284,10,7.296566
-21.115216,9,7.302419
-24.22597,15,7.312887
-22.387385,13,7.321511
-22.748869,11,7.328973
-35.316569,20,7.342142
-31.033148,23,7.359258
-22.536771,10,7.366431
-22.349083,12,7.37496
-38.255095,19,7.387726
-14.613609,10,7.394541
-28.784146,13,7.403391
-22.908492,11,7.41083
-31.831785,15,7.420753
-43.242115,21,7.434597
-16.580416,15,7.444519
-27.731047,14,7.453898
-26.284734,14,7.46417
-27.398728,15,7.475102
-20.840766,11,7.48259
-39.117164,20,7.496604
-15.460806,9,7.502745
-18.879712,10,7.50941
-25.354262,14,7.518452
-25.539411,14,7.527781
-20.224145,12,7.535752
-27.374203,17,7.546917
-12.86064,8,7.552292
-21.821875,13,7.560849
-23.017113,16,7.573932
-26.579328,12,7.582414
-34.743809,13,7.591178
-34.115961,16,7.602019
-66.236206,34,7.625102
-19.499624,14,7.634328
-25.804532,14,7.643699
-27.937492,14,7.653343
-35.851502,19,7.665839
-19.994405,12,7.674943
-32.078115,18,7.688015
-15.952585,11,7.696207
-31.107274,19,7.744087
-22.76856,14,7.754638
-32.829067,18,7.767135
-16.07101,9,7.77344
-19.433525,11,7.781977
-29.958867,14,7.792114
-17.303404,11,7.799893
-24.660855,12,7.808525
-18.170851,9,7.814732
-27.481696,16,7.82579
-17.802213,9,7.831616
-27.673478,16,7.84247
-23.061639,12,7.850265
-29.2211,13,7.859053
-12.334843,8,7.864306
-20.414817,14,7.873826
-15.295006,9,7.879776
-33.965859,17,7.893371
-21.236814,12,7.901457
-20.563724,11,7.909026
-16.828466,12,7.917114
-15.979349,9,7.923013
-15.044157,9,7.928992
-32.807095,14,7.938335
-23.084665,15,7.948388
-24.095461,12,7.956504
-21.130246,14,7.965724
-12.532589,8,7.971147
-17.803864,8,7.976387
-15.96442,10,7.983277
-14.797176,8,7.989087
-17.258771,10,7.996571
-17.733526,10,8.003507
-19.275758,14,8.013306
-26.900819,12,8.021332
-25.11894,11,8.028745
-35.450611,18,8.040794
-20.361095,11,8.048341
-36.888738,19,8.061897
-17.63123,10,8.068725
-24.954003,14,8.07779
-16.833897,11,8.085161
-11.915864,10,8.09277
-28.070151,19,8.107095
-20.228427,11,8.114665
-28.260265,17,8.125958
-27.701177,16,8.13675
-21.072295,12,8.144493
-52.008159,28,8.16315
-17.726128,10,8.169775
-18.484178,12,8.177615
-26.586864,14,8.187077
-23.798143,12,8.195224
-33.332905,16,8.20787
-22.55898,16,8.219095
-18.575483,10,8.226051
-21.03407,9,8.232049
-35.80718,20,8.245399
-33.431301,17,8.256825
-28.250142,11,8.264117
-17.128364,11,8.27131
-17.709016,8,8.276707
-21.670833,12,8.284483
-15.796512,11,8.292113
-20.730419,14,8.301512
-29.487851,15,8.312513
-14.470503,11,8.319912
-43.894073,20,8.333897
-23.984376,16,8.3447
-27.62811,17,8.356073
-23.096242,15,8.366097
-43.895314,20,8.37938
-14.070189,12,8.387241
-14.155793,7,8.391905
-19.726625,13,8.40083
-19.562069,13,8.410178
-14.690664,11,8.418139
-14.935839,8,8.423957
-17.187714,12,8.432372
-19.932087,14,8.441878
-15.617244,10,8.448505
-17.149081,12,8.456665
-29.787842,19,8.469351
-13.375212,10,8.476118
-18.078072,10,8.482934
-17.016073,9,8.488853
-38.842001,22,8.503725
-42.204296,22,8.519602
-19.639305,11,8.527427
-16.294031,10,10.148497
-21.82934,9,10.154931
-17.176985,9,10.160827
-15.854637,9,10.166906
-15.665018,9,10.173045
-35.563321,18,10.184878
-13.73656,11,10.193214
-18.292383,11,10.201741
-29.331092,14,10.212563
-20.114453,10,10.220185
-15.416746,8,10.22587
-13.630752,10,10.233889
-16.41651,10,10.240749
-20.778042,11,10.248209
-11.191306,9,10.254311
-23.790737,12,10.262531
-22.745273,14,10.271664
-20.015724,9,10.277864
-22.805562,13,10.287908
-17.034008,9,10.293924
-14.176831,8,10.29987
-12.495918,9,10.305581
-15.235265,9,10.312646
-18.248406,8,10.318088
-22.161047,13,10.327266
-24.619029,14,10.336832
-20.726953,9,10.343037
-24.649712,13,10.351715
-11.377932,7,10.3564
-20.717552,9,10.362271
-25.735588,15,10.371888
-18.899063,11,10.379022
-24.474172,18,10.391115
-15.03735,11,10.398355
-26.785346,14,10.408561
-14.916638,8,10.414838
-13.529403,8,10.420536
-24.117095,12,10.429162
-13.50301,8,10.434622
-24.110912,11,10.441978
-25.20537,13,10.450454
-15.82056,8,10.455601
-20.260913,10,10.462516
-17.025376,12,10.470446
-14.858245,7,10.474947
-14.652611,9,10.480837
-23.648539,12,10.488752
-14.068378,11,10.495978
-32.907183,17,10.50808
-13.791456,7,10.512848
-13.450066,7,10.518365
-17.215545,9,10.524756
-23.124345,18,10.537714
-17.445457,14,10.546648
-14.552972,10,10.553276
-15.50307,10,10.559866
-21.07637,12,10.56768
-42.010438,21,10.582099
-17.011735,10,10.588876
-13.328656,9,10.594706
-14.713409,8,10.59999
-16.71734,10,10.606785
-31.756333,17,10.619492
-15.189603,7,10.62504
-17.054528,9,10.631347
-17.590015,10,10.637819
-45.405267,21,10.652118
-16.287467,8,10.657586
-17.373178,10,10.664224
-29.353273,16,10.674776
-21.928427,11,10.682226
-14.076898,8,10.687305
-19.995786,11,10.694677
-14.276261,7,10.699283
-13.301679,8,10.704714
-16.323697,10,10.711122
-15.848447,9,10.717
-22.085634,10,10.724599
-19.400025,10,10.731764
-16.569389,8,10.737275
-21.484368,11,10.744837
-19.673871,13,10.753635
-18.413579,8,10.758764
-13.005836,8,10.764148
-14.78379,8,10.769427
-21.685362,12,10.777454
-15.081257,9,10.783546
-15.111516,9,10.790616
-16.70878,10,10.798622
-13.019863,9,10.805581
-15.205954,10,10.812438
-16.279056,10,10.819207
-13.815894,9,10.826208
-21.331791,13,10.835638
-16.225415,8,10.841382
-21.002001,11,10.848593
-15.461899,9,10.854632
-13.189751,8,10.860132
-14.735479,9,10.865924
-12.255327,9,10.871856
-20.551833,11,10.879345
-18.517039,13,10.888407
-21.267795,12,10.896202
-16.891022,11,10.903511
-19.470393,13,10.911857
-16.705964,8,10.917227
-22.178524,12,10.925454
-19.972005,9,10.932442
-18.785514,10,10.939969
-30.755189,17,10.951809
-14.57037,10,10.958584
-16.824663,8,10.963831
-15.890087,12,10.971501
-14.808155,10,10.978263
-31.942119,17,10.989716
-25.466045,12,10.997518
-14.633093,7,11.002209
-24.855895,14,11.011645
-16.885929,11,11.018656
-14.03845,7,11.023043
-24.251836,11,11.030387
-21.602825,14,11.040986
-17.787593,9,11.048115
-13.095544,7,11.052907
-12.970989,7,11.058008
-25.056666,14,11.06738
-13.084358,8,11.072571
-20.890298,12,11.080403
-21.940822,10,11.087526
-18.025186,9,11.09339
-24.54004,13,11.102321
-18.130914,9,11.108272
-29.651687,13,11.116601
-14.762223,9,11.122645
-18.527548,13,11.131219
-21.00072,10,11.138035
-18.750203,9,11.144878
-14.277956,8,11.150714
-14.839043,8,11.156069
-33.169558,18,11.168745
-20.804847,14,11.178393
-19.963681,10,11.185068
-15.442916,10,11.191644
-20.834461,9,11.19766
-13.784825,8,11.202927
-16.039638,8,11.209751
-19.394035,10,11.218294
-11.771235,7,11.224185
-20.137473,13,11.235515
-19.076643,11,11.251803
-14.819954,8,11.26415
-24.110403,11,11.273334
-13.555375,9,11.28064
-14.17139,8,11.287133
-22.348614,13,11.298389
-17.617736,10,11.359906
-15.261474,9,11.378614
-16.273738,9,11.385965
-11.646568,8,11.391564
-14.594922,9,11.397545
-16.678935,12,11.405404
-22.059087,11,11.412814
-28.581089,16,11.42368
-24.099044,12,11.431658
-32.013357,16,11.442156
-14.897072,8,11.447571
-19.679614,10,11.454042
-25.043566,14,11.46379
-15.450172,7,11.468565
-16.997349,10,11.476367
-20.254162,10,11.48314
-17.795697,9,11.489191
-21.683133,10,11.495966
-25.393397,14,11.505294
-13.204706,8,11.510471
-12.797973,6,11.514294
-16.444336,10,11.521063
-30.605783,16,11.531823
-23.081896,11,11.539211
-21.516977,11,11.547173
-23.66867,14,11.559334
-22.463833,10,11.566026
-22.45406,13,11.575819
-14.1053,7,11.581436
-19.92839,10,11.588769
-16.076503,10,11.596214
-15.017722,9,11.602875
-19.682818,13,11.611435
-18.44007,11,11.618567
-22.354041,13,11.627511
-45.171192,18,11.639632
-14.844352,9,11.645621
-22.418355,13,13.323339
-29.390257,17,13.336118
-13.421089,8,13.341455
-15.065495,8,13.346733
-13.630729,7,13.3525
-22.26817,12,13.361188
-15.075995,10,13.368354
-14.501443,9,13.374858
-19.659053,12,13.383148
-11.490576,6,13.38716
-14.119012,9,13.392958
-15.930979,8,13.398381
-16.877979,11,13.405986
-18.684287,10,13.412691
-17.965915,12,13.42067
-14.612033,12,13.428649
-16.652109,11,13.435835
-15.730834,7,13.440593
-15.584079,8,13.44587
-16.531558,9,13.451929
-14.142901,8,13.458044
-22.739156,11,13.465734
-16.575627,9,13.472088
-14.293856,8,13.477871
-15.235679,9,13.483862
-21.238943,15,13.493838
-17.111965,9,13.499735
-15.752936,9,13.505799
-23.825307,14,13.515192
-14.526121,7,13.519995
-24.975465,13,13.528601
-21.782925,12,13.536716
-20.502369,13,13.54547
-17.607292,9,13.551523
-13.235591,9,13.55763
-27.693739,14,13.569444
-14.039164,7,13.575583
-12.928636,10,13.582493
-19.387913,11,13.590311
-15.98546,9,13.596253
-21.49892,13,13.604968
-24.171788,12,13.613066
-12.538234,7,13.617863
-19.791272,15,13.628125
-16.638373,9,13.634084
-13.871221,8,13.639497
-19.106118,11,13.646824
-20.971217,11,13.654432
-11.741553,7,13.659045
-12.316317,9,13.664904
-12.372593,8,13.671254
-14.169571,7,13.676586
-19.957355,10,13.683948
-18.499635,9,13.690276
-16.860896,9,13.696428
-18.665453,9,13.702477
-20.976877,11,13.709922
-14.713825,10,13.716694
-19.351305,12,13.724875
-17.227269,8,13.73021
-13.281269,9,13.736275
-18.658845,10,13.742793
-16.615202,9,13.748708
-17.331115,9,13.754785
-16.287815,8,13.760331
-17.249233,10,13.767005
-15.905962,9,13.772874
-14.973745,11,13.780887
-20.540353,11,13.788934
-18.324577,12,13.79739
-12.980184,7,13.802254
-17.344756,10,13.808802
-21.241613,12,13.832706
-16.563024,14,13.842568
-16.0778,10,13.849186
-14.662511,9,13.855324
-12.575543,7,13.86018
-16.447914,9,13.86602
-17.86187,10,13.87279
-14.197725,7,13.877684
-14.961493,11,13.886023
-17.901087,10,13.893988
-18.2904,8,13.899467
-16.051106,10,13.906213
-15.974905,8,13.911534
-19.340781,12,13.919344
-11.613545,6,13.923509
-15.452304,8,13.928631
-12.557626,7,13.933478
-12.333778,8,13.938897
-18.271017,9,13.94509
-24.883017,15,13.954956
-19.767838,12,13.962897
-15.463916,8,13.968222
-15.230112,8,13.973753
-11.559958,7,13.978168
-14.298421,10,13.985088
-14.239513,8,13.991432
-15.803936,14,14.002395
-15.124925,8,14.009291
-13.002077,8,14.015323
-27.383498,14,14.025035
-31.172962,17,14.036538
-16.812829,11,14.044029
-13.518618,7,14.048601
-21.386932,14,14.058091
-21.678392,15,14.070306
-13.722092,7,14.075147
-15.071312,9,14.081345
-14.023541,10,14.087823
-13.541071,10,14.095536
-13.657465,13,14.104973
-15.136476,10,14.112136
-20.207945,11,14.119519
-26.856644,15,14.129714
-13.809526,8,14.134867
-15.778805,9,14.141006
-18.131117,11,14.148318
-12.44126,6,14.152194
-15.899534,9,14.158129
-13.193172,7,14.162796
-17.539892,9,14.16894
-16.551943,7,14.173611
-14.397886,8,14.178936
-13.67244,7,14.183582
-14.902657,9,14.189581
-21.704034,11,14.196823
-14.02987,7,14.202437
-17.840536,9,14.209406
-21.244367,12,14.21748
-16.742168,9,14.223434
-18.576961,12,14.231691
-18.018963,10,14.238464
-13.573581,8,14.244044
-15.545677,10,14.250727
-18.549709,9,14.256835
-27.668156,12,14.264862
-13.350694,7,14.269384
-21.513286,11,14.276777
-12.281563,9,14.282673
-16.179833,10,14.289415
-14.154596,7,14.293713
-16.2444,9,14.299744
-19.811644,12,14.308599
-14.903362,9,14.315262
-15.684925,8,14.32056
-19.64854,11,14.328386
-14.254688,8,14.336832
-18.905831,9,14.342809
-14.085898,9,14.348817
-14.612329,7,14.353744
-17.426083,10,14.360344
-15.115662,8,14.365731
-16.480366,10,14.372443
-18.307497,12,14.380089
-16.971715,11,14.387243
-12.929899,10,14.393633
-19.260234,11,14.400871
-18.178418,12,14.408832
-21.284831,11,14.417148
-13.598501,8,14.423292
-13.965149,9,14.42938
-13.097464,7,14.452073
-15.003975,9,14.458475
-18.430151,12,14.466361
-20.489131,12,14.47455
-17.050421,11,14.481742
-17.540344,9,14.48785
-17.337247,9,14.49369
-13.477061,6,14.497508
-21.647097,12,14.505536
-25.086725,15,14.516212
-17.226322,9,14.522489
-15.372758,12,14.53127
-12.568836,9,14.537449
-16.762047,7,14.542614
-15.734706,8,14.548103
-14.230549,11,14.555268
-12.73864,7,14.559915
-21.304643,13,14.568937
-14.18827,8,14.5744
-14.393992,7,14.579011
-13.916127,7,14.583604
-22.714274,14,14.59347
-24.283232,11,14.600766
-25.825053,15,14.628535
-14.227711,7,14.633521
-13.904918,8,14.638925
-15.181746,9,14.645293
-20.535951,10,14.652154
-13.612883,6,14.656135
-14.289582,11,14.663741
-12.36383,7,14.668409
-14.276543,9,14.674615
-17.49707,10,14.681417
-18.090497,9,14.687369
-21.584848,13,14.69608
-16.518663,10,14.703651
-19.740907,12,14.711868
-15.285395,13,14.720561
-14.317941,6,14.72574
-16.633294,9,14.756012
-21.615473,11,14.76961
-10.53533,7,14.774723
-19.270624,10,14.781538
-14.575933,9,14.787509
-13.861119,7,14.792452
-14.195354,8,14.797806
-14.361279,9,14.803723
-21.66065,11,14.811197
-15.826756,9,16.481759
-12.953891,8,16.487459
-13.819841,8,16.492862
-14.318451,8,16.498334
-14.036186,8,16.504811
-12.425618,8,16.510894
-19.934285,11,16.518385
-17.111752,9,16.524725
-16.992968,9,16.531279
-12.106349,8,16.537046
-16.283691,13,16.546789
-15.267644,8,16.553166
-19.682322,11,16.561912
-16.054938,9,16.568025
-17.169048,10,16.574872
-15.161212,8,16.580286
-14.682442,11,16.587652
-13.388748,7,16.592473
-16.909482,8,16.59768
-15.113397,7,16.602398
-12.527722,9,16.609276
-15.634581,8,16.61603
-15.702876,8,16.621953
-14.842678,9,16.628156
-13.602891,7,16.632972
-16.226875,8,16.63847
-12.088998,8,16.643832
-12.262288,8,16.649307
-15.529948,10,16.656004
-20.05469,10,16.662986
-17.491658,10,16.669634
-14.522836,7,16.674325
-15.662074,9,16.680512
-13.113341,8,16.685975
-16.801404,9,16.691975
-17.3978,11,16.699375
-16.244258,8,16.704795
-12.990148,11,16.713065
-19.667174,11,16.720922
-13.257395,9,16.727276
-12.504735,10,16.734039
-13.229686,8,16.739288
-20.775714,9,16.745234
-15.271864,8,16.750617
-14.053168,9,16.756482
-17.076948,12,16.764731
-14.033868,7,16.76974
-13.291266,7,16.774766
-18.932472,11,16.782112
-18.445222,10,16.788743
-14.044861,9,16.794728
-17.350186,9,16.800621
-15.387497,10,16.80718
-16.717498,10,16.81391
-12.850008,8,16.820191
-15.077806,9,16.826761
-13.469785,7,16.831631
-15.842092,10,16.838512
-14.704565,9,16.845238
-17.426137,9,16.851404
-12.521033,8,16.862431
-11.104178,7,16.872628
-19.155546,9,16.881752
-20.052637,9,16.890995
-17.462659,10,16.899067
-13.754162,7,16.90501
-16.767088,11,16.912702
-19.602971,11,16.920096
-18.40582,9,16.927277
-17.281564,11,16.935502
-14.44673,9,16.942135
-15.007684,8,16.947875
-15.124751,7,16.952682
-11.46357,7,16.957365
-13.251001,10,16.964386
-14.879476,10,16.971203
-16.228691,10,16.977921
-13.291347,7,16.982596
-14.011942,10,16.989422
-15.556351,9,16.995477
-15.082154,8,17.000832
-14.39284,7,17.005615
-15.90577,9,17.013097
-14.726186,7,17.018063
-14.733906,8,17.023627
-13.927415,8,17.029864
-16.593797,8,17.03629
-13.436403,7,17.043207
-13.035393,7,17.048607
-14.402695,7,17.054264
-13.793054,9,17.061292
-15.720507,9,17.069582
-16.881979,9,17.076892
-12.767996,7,17.082018
-13.186796,8,17.087226
-20.03934,10,17.094048
-15.011924,12,17.10211
-13.989502,6,17.106239
-13.657498,8,17.111565
-12.301641,6,17.115556
-15.327351,10,17.122682
-19.331216,12,17.130537
-17.932941,11,17.139015
-20.82343,13,17.148589
-18.8181,11,17.156313
-14.197721,9,17.162587
-14.096877,7,17.167347
-12.703455,8,17.172727
-13.486571,9,17.178732
-14.584538,8,17.184052
-15.647512,8,17.189357
-16.385471,7,17.194172
-12.017311,7,17.198782
-15.197921,8,17.204016
-16.708121,11,17.211398
-14.518111,7,17.216573
-14.473709,10,17.223496
-15.21622,9,17.22944
-16.086253,8,17.234922
-14.112939,6,17.239684
-16.753262,9,17.246416
-14.650118,9,17.252593
-17.858753,11,17.260712
-15.671789,7,17.265544
-13.237809,11,17.273057
-15.040324,8,17.278719
-14.33747,6,17.282702
-12.906626,8,17.287901
-16.43326,8,17.293208
-15.438095,9,17.299247
-13.049078,8,17.304473
-11.505197,8,17.309833
-13.273606,8,17.314967
-12.587712,7,17.319792
-20.73649,12,17.327855
-13.190162,8,17.33316
-19.678351,10,17.339988
-12.076634,7,17.345443
-13.380332,7,17.350116
-14.343322,7,17.355628
-16.688339,9,17.362379
-13.850969,6,17.366429
-14.93429,8,17.37187
-13.81694,8,17.377463
-18.058609,9,17.383544
-23.301514,10,17.390365
-14.633844,7,17.395055
-17.84679,12,17.403282
-15.446433,7,17.407983
-15.215597,10,17.414456
-21.319862,12,17.422316
-17.891757,10,17.428832
-14.605117,7,17.433494
-11.751573,7,17.438269
-13.699879,8,17.443561
-13.095739,8,17.44977
-14.71105,7,17.454521
-12.525829,7,17.460034
-15.35358,10,17.466878
-16.885247,10,17.473827
-14.330612,7,17.478561
-20.039948,9,17.484622
-14.861975,9,17.490695
-14.174051,8,17.495912
-15.392204,8,17.501237
-11.666266,10,17.507878
-11.59937,6,17.5119
-12.881439,7,17.516594
-12.985403,7,17.521227
-14.595189,7,17.525943
-15.589495,11,17.533468
-17.336342,9,17.539585
-13.53448,8,17.544967
-20.317942,12,17.552952
-16.449155,9,17.559825
-14.82847,10,17.56758
-11.778775,9,17.57397
-15.397211,8,17.579488
-15.320739,10,17.586147
-14.09276,7,17.591019
-11.507952,9,17.596806
-15.052765,9,17.602578
-17.431931,9,17.608358
-15.846072,8,17.61391
-15.29247,8,17.619319
-15.320008,9,17.625364
-13.393331,8,17.630979
-16.14534,10,17.637537
-11.959646,8,17.642811
-14.770783,9,17.648474
-10.455516,7,17.653143
-12.739774,8,17.658377
-13.209804,8,17.664602
-16.817915,10,17.67236
-15.208926,8,17.678141
-12.878551,7,17.68299
-16.781932,8,17.688577
-19.579001,11,17.695785
-18.632133,10,17.702439
-12.423048,8,17.707879
-12.790047,7,17.712529
-11.811879,7,17.717446
-17.603467,9,17.723381
-11.460408,8,17.728838
-18.24858,13,17.737659
-14.105016,8,17.742924
-15.552643,8,17.748137
-13.735696,7,17.752785
-17.983438,10,17.759454
-10.631941,6,17.763681
-13.635737,9,17.770544
-9.86302,7,17.776038
-13.343063,7,17.781211
-14.407695,9,17.787126
-13.348908,8,17.792832
-17.971924,8,17.798319
-18.563001,9,17.804383
-14.400093,8,17.809643
-13.025894,8,17.815113
-15.807058,11,17.822461
-13.449641,9,17.828649
-14.248374,9,17.834596
-13.430423,8,17.839881
-17.568155,10,17.846633
-14.777455,9,17.852351
-14.087208,7,17.856908
-13.864709,10,17.863427
-13.254825,7,17.868041
-13.393448,9,17.874998
-14.127581,10,17.883005
-14.911842,8,17.888837
-14.911501,7,17.894113
-13.022506,7,17.89889
-12.887935,7,17.903694
-22.860962,14,17.912855
-15.733995,9,17.919084
-15.363168,7,17.923862
-12.985171,7,19.531535
-11.988485,8,19.537138
-12.617497,8,19.542695
-14.793217,8,19.548053
-15.587115,7,19.552803
-13.06068,7,19.558443
-12.823868,8,19.564344
-12.913875,7,19.569512
-12.010261,7,19.574525
-15.433274,7,19.57943
-14.809548,7,19.583888
-14.184522,7,19.588782
-12.689557,7,19.593551
-13.701088,6,19.597544
-11.279838,6,19.601284
-10.74691,7,19.605802
-13.226138,7,19.611335
-10.988782,6,19.615457
-11.245728,6,19.619397
-13.433671,8,19.624795
-14.584955,7,19.629464
-16.022185,9,19.635544
-11.728461,10,19.642325
-13.020722,8,19.647679
-12.055329,8,19.653033
-13.286973,9,19.660876
-19.898914,10,19.668532
-12.095767,8,19.674312
-14.033365,7,19.679146
-12.557689,7,19.683951
-15.108543,9,19.690261
-16.190186,9,19.696351
-15.12936,10,19.703179
-12.359793,7,19.70801
-16.64846,8,19.713397
-12.038091,8,19.718782
-15.57676,8,19.724089
