#{"t_start": 1734960304.328751, "env_id": "Walker2d-v4"}
r,l,t
897.83133,345,156.655886
2185.393404,807,156.975569
1700.941996,607,157.19886
877.171886,358,157.330468
1887.595319,713,159.633094
1628.439425,606,159.865867
2660.740049,1000,162.251967
2674.102492,1000,162.642566
562.297443,233,163.68995
2753.056535,1000,165.932954
2664.602123,1000,166.32068
603.910143,240,166.414576
422.7333,182,166.481013
1322.21843,499,168.523918
2745.687672,1000,168.904625
1883.465403,715,169.173066
756.85616,280,171.04849
792.795161,314,171.173714
1259.817614,503,171.358986
838.442218,324,171.477752
726.213259,272,171.576824
2747.016139,1000,173.708268
2412.428841,897,174.037707
2818.816954,1000,176.743044
570.425464,223,176.84289
2185.903402,880,178.1693
2178.111313,805,180.295047
1224.89347,462,180.459145
2731.983849,996,180.881096
1159.33956,441,183.095231
145.071814,82,183.129413
722.126192,262,183.236597
838.503987,322,183.367111
508.71966,209,183.444794
1857.717397,667,183.718716
2773.117169,1000,186.069174
2863.104229,1000,186.445085
2798.365977,1000,188.659254
960.519385,381,188.802304
2629.734009,1000,189.173383
1273.861262,490,191.085179
471.125745,193,191.169045
1531.948404,575,192.100869
1127.079594,443,192.26367
623.615897,242,192.355774
1983.223484,712,194.657902
530.602332,207,194.745954
1759.107683,617,195.011696
1049.950164,389,195.152377
1331.96691,455,197.107734
1417.98323,535,197.322398
777.968568,294,197.430998
1454.935507,555,197.690039
518.646228,201,197.762314
484.200145,196,197.833802
2123.675264,738,199.821639
834.798125,309,199.965822
802.906079,295,200.07661
1098.378744,416,200.22967
1154.0381,423,200.382208
2478.177587,853,202.449834
1619.166589,621,202.676919
2783.56677,1000,204.931186
1094.645846,387,206.046784
886.810285,338,206.214031
2751.339186,1000,208.49525
2826.584207,1000,209.029473
2314.664249,825,209.332955
2488.260205,923,211.54718
1611.945863,635,211.786852
1255.228854,464,211.959
1850.67603,677,213.913703
760.319232,288,214.020084
1028.877506,366,214.157609
1588.112394,591,214.373577
1160.434475,447,216.36717
713.577956,391,216.53268
2836.64703,1000,216.903681
2775.839622,1000,219.995405
1965.731132,674,220.272351
1864.43196,655,220.532028
521.295894,215,220.616018
1885.126501,692,223.059744
2728.414189,1000,223.523883
2623.092269,1000,226.246554
1048.199215,384,226.408451
819.90399,316,226.530689
1568.160669,574,226.75192
430.269265,183,226.831378
842.637865,317,229.101616
920.947952,340,229.270716
2777.538875,1000,229.751436
545.645003,211,229.832935
2502.840138,873,231.962042
2729.214886,1000,232.337779
2321.435212,799,235.18305
2088.548823,758,235.458055
532.916718,225,235.53195
2733.246674,1000,237.577083
2587.290027,925,237.894449
1385.932414,508,238.073273
1590.246793,563,239.973456
2684.017283,1000,240.3592
1026.066685,413,240.505983
893.461515,315,240.607899
2013.964945,708,242.547306
2189.925774,796,242.822059
658.22432,240,242.900507
435.264298,179,242.961774
1204.842667,448,244.998508
679.358134,254,245.101475
258.466998,120,245.148653
1912.546708,643,245.401684
1358.296401,495,246.388691
2789.58907,1000,248.473745
2504.977716,1000,248.817293
2710.743387,1000,250.928315
1847.933973,661,251.18019
2521.373431,1000,253.299941
1052.177313,365,253.438329
634.884305,239,253.530654
2855.043673,1000,253.928981
509.453714,197,255.840487
541.112435,221,255.929389
2338.337711,889,256.260628
2661.893589,1000,258.50671
2485.538443,896,258.820939
2080.111203,746,259.925312
2824.798579,1000,261.928166
2630.397197,1000,262.493007
1169.594494,427,265.275877
515.405179,244,265.377924
556.043596,271,265.491835
454.936005,225,265.581203
499.601921,236,265.673941
392.514966,202,265.752488
436.264398,192,265.822759
459.766286,207,265.928624
784.814906,337,268.15795
478.888649,228,268.260123
519.729977,240,268.36199
901.379484,366,268.508897
424.988735,178,268.587913
959.075248,377,268.737273
637.340448,284,268.849953
388.081105,166,268.912198
480.241191,222,270.860952
443.124154,184,270.932515
758.728889,294,271.045157
414.279378,178,271.111901
541.013733,245,271.202575
516.12599,251,271.294585
405.822045,169,271.357905
607.668575,273,271.468016
552.053737,281,271.571446
596.970542,229,273.519895
1043.61916,423,273.684034
2818.258921,1000,274.852689
601.329235,251,274.953385
1089.413731,386,277.62474
662.811057,310,277.790408
1633.672115,615,278.12153
547.191085,236,278.226709
537.61924,214,278.317935
385.825241,165,278.391505
629.886301,269,278.522161
2703.677507,1000,281.189006
1072.058832,392,281.355207
2611.399431,1000,283.973666
1948.215739,705,284.370923
673.755092,268,284.482342
661.09137,259,284.591969
943.291584,384,284.752241
2712.608819,1000,287.65495
1636.59919,634,287.891391
847.927403,338,288.015778
2623.442447,1000,290.466891
2257.54884,828,291.634076
1657.123535,613,293.702924
824.682969,316,293.830512
2207.153509,792,294.129693
2129.337942,760,294.413083
2754.834851,1000,296.688192
2728.184395,1000,297.05823
2750.194428,1000,299.366117
230.373891,117,299.408745
415.501403,174,299.473243
600.271551,256,299.566284
2858.714287,1000,301.754961
915.182093,336,301.88452
592.841712,230,301.969841
2819.034836,1000,302.338818
1769.050628,656,304.513925
581.828017,224,304.609874
2787.872992,1000,305.973649
2806.728936,1000,308.584232
1866.685064,656,308.874509
546.392856,211,309.000292
686.058457,272,309.109945
554.388999,219,311.332631
757.055221,284,311.475466
253.891399,127,311.537846
2879.546141,1000,311.940006
842.723445,321,312.066497
635.296908,237,312.157689
410.176886,175,314.143009
2589.379938,911,314.551278
829.300476,314,314.66633
2788.475616,995,317.530088
2746.050959,1000,318.254295
880.540084,318,318.542776
985.433902,351,319.02963
2800.963949,1000,323.429778
2818.660561,1000,323.811763
2619.745106,922,325.988445
332.703467,153,326.096336
1119.023478,385,326.252505
510.494427,211,326.333185
531.744329,214,326.415007
598.852131,254,326.51813
368.009034,164,328.644886
548.307132,230,328.736954
569.195913,238,328.834079
589.242606,227,328.928736
410.889779,167,328.993872
434.4499,183,329.064084
2214.468501,801,329.381942
2899.583952,1000,331.822583
1499.916544,506,332.008679
1376.899636,485,332.186658
2633.100872,892,334.540778
2480.375396,883,334.865877
672.66522,267,334.956694
2807.511557,1000,338.25885
2769.97511,967,338.647869
869.001792,319,340.710004
568.714308,229,340.848647
869.833642,309,340.980768
884.715019,326,341.108679
990.844151,362,341.253272
499.863161,206,341.339542
2816.993346,1000,343.865438
2765.265448,1000,344.295073
1836.452316,659,346.60289
453.30561,352,346.762136
569.506448,328,346.903016
414.746507,244,347.00007
407.876165,259,347.108431
460.679786,364,347.259855
489.039237,342,347.401098
465.252318,312,349.574568
466.033762,308,349.700378
492.976343,359,349.85451
442.531928,325,350.007968
458.939676,287,350.13653
419.547281,299,350.270917
410.339111,260,352.390185
262.863882,136,352.728135
422.075514,240,352.826173
517.658675,305,352.944677
344.002119,222,353.048579
387.337458,229,353.143121
475.064992,232,353.234052
339.038974,199,353.317024
394.255877,215,353.400596
