#{"t_start": 1734960304.328752, "env_id": "Walker2d-v4"}
r,l,t
1463.3165,541,0.788002
1634.046821,631,0.998291
2006.899517,753,1.284494
791.52679,334,2.928994
2546.716661,957,3.255611
608.309223,236,3.33319
1746.071746,660,5.090792
2499.781873,1000,5.443088
594.33284,234,5.518383
912.799294,363,5.670423
484.825584,198,5.735031
1423.63271,551,7.410596
920.68981,361,7.555209
1107.853213,432,7.696828
1904.582245,729,7.934324
2176.868812,853,9.824644
559.758266,223,9.89835
2382.072884,898,10.199578
2008.012333,750,12.813599
2595.767448,1000,13.146537
468.265245,203,13.213739
1557.88649,604,15.177897
2566.598965,1000,15.55619
2532.522881,1000,18.046134
1551.343959,597,18.333987
2562.877554,1000,18.716816
652.18857,252,18.832863
688.372672,282,20.840809
2630.648508,1000,21.189411
2540.794087,1000,23.050089
534.645553,215,23.138029
694.809165,268,23.231963
838.894147,311,23.37285
746.06381,280,23.484259
811.750908,318,24.484654
918.796134,374,24.608473
2067.455159,796,28.017102
2557.845638,1000,28.437675
794.739736,323,28.556561
535.075995,209,30.779002
2623.075206,1000,31.146305
939.581713,364,31.274612
1371.572366,532,33.01441
1010.06438,398,33.158754
1317.143137,537,33.339326
1153.413508,459,33.511916
1173.148957,443,33.67392
1468.989332,566,35.537203
1967.842095,743,35.796803
635.536967,337,35.9124
705.800181,281,36.008912
2609.288431,1000,37.914751
444.573538,189,37.976135
1250.413355,493,39.011003
2591.204155,1000,41.000888
1680.821304,640,41.217571
737.261365,285,41.309576
1143.933243,430,41.453189
660.113848,263,41.53907
2606.448652,1000,43.806301
2043.991986,759,44.068609
923.016746,381,46.136741
634.601217,264,46.248312
651.545906,254,46.351095
2652.462084,1000,46.705499
1261.213548,484,46.863953
1878.334019,694,48.705497
2400.323175,879,48.993524
962.319588,401,49.129626
2639.448966,1000,51.052057
1891.022375,724,52.086884
117.349782,73,52.110433
520.796279,208,52.178404
909.843429,345,54.268071
115.366955,68,54.300855
1261.511494,495,54.498515
956.240548,357,54.640407
535.94116,212,54.731195
2198.176293,792,57.527833
2675.750783,1000,57.952978
2632.077999,1000,60.225417
2535.314289,1000,60.60984
936.359956,353,60.739273
434.616519,184,60.805274
834.891395,324,60.923685
2102.873298,770,63.051616
1790.212789,656,63.293093
611.779278,243,63.382459
2182.310249,809,65.523186
2714.425318,1000,66.665356
622.783351,240,66.764655
1045.371636,393,66.9252
486.854328,198,69.05118
1472.705044,550,69.255028
689.863376,266,69.340965
2683.275116,1000,69.6723
2279.852063,831,71.840843
419.006349,179,71.899485
1721.399415,639,72.106437
754.785074,274,72.195572
1004.846286,378,74.269939
2806.786692,1000,74.664101
1833.320521,675,74.966406
1228.113455,478,76.920444
2604.842807,1000,77.799171
1776.430101,656,78.050581
1038.045597,387,80.057067
910.563002,338,80.186809
611.746109,234,81.142855
935.271378,356,81.284396
1057.401342,380,81.428696
1031.385974,372,81.567728
